Text,Sentiment (POS/NEG/NEU)
aap ne army cheif ko shuttle kaka bana diya hai,NEU
jo sarkari Afsar tees tees saal se mukhtalif sarkari mehakmon mein kaam kar rahay hain inka notification kab moattal hoga,NEU
un ke alfaaz ki sselection dekh kar un ki qabliyat par maatam karne ko dil karta hai,NEU
Company ki mashori kay liay draama kia jaa raha hay,NEG
yeh mulk islam aur islami qawaneen ke liye banaya gaya hai,POS
ab jo bhi ata hai hakoomati power mein to islam aur qanoon dono ke khilaaf chalta hai,NEG
cheif sahib ko kya zaroorat pari hai un pangon mein parney ki woh apne kaam kere jo is ke kaam hai,NEU
chor to bahar bhaag ke door se bhonk rahen hain inhen London se ghaseet kar lana chahiye,NEG
zamadaraan ke khilaaf sakht karwai honi chahiye kya bakwaas shuru kya hai un logon nay,NEG
chor se tou achy hi hain ,NEG
Imran Khan ke wazeer inhein tabah karne par taley hain. Imran ankhen kholo apni,NEG
kijiye subah ka aaghaz kuch ahem khabron kay sath sirf bol news par,POS
is se pehli hukoomaton par tanqeed kyun nahi ki gai zaroori tha is mushkil daur mein pak fouj par bhonknay ka,NEG
pak fouj ki khawateen bhi kisi se kam nahi,POS
konsa Kashmir fatah kya hai ya konsa bahaduri kya hai phir hmm mantay hain,NEU
"Fawad chohadry ka chor, daketon ke liye pegham",NEG
beron mulk jane ke liye account ki shart laazmi qarar,NEU
un kutton ko kya bemari he,NEG
timatar murghi se bhi mehanga,NEU
ghanta programme karne ke baad bhi molana ka plan pata nahi chala,NEG
ab shanakhti card banwana nihayat hi aasaan,POS
do bhai hain. aur un dono mein anban hai. aur aik dosray se milna julna nahi karte,NEG
judges ko mutmaen karne ki poori koshish ki hai. kamyabi kareb hai,POS
drawing room mein baith kar koi Tipu Sultan nahi bantaa,NEU
mojooda daur ke Tipu Sultan ko yeh baat kon samjhaye ?,NEU
chup khoti ke bachay,NEG
kisi bhi servant ko baghair qanoon saazi ke takmeel service / retirement par tosee nahi di ja sakti,NEU
"Supreme Court ki 2 din karwai ko mad e nazar rakh kar hukoomat ko chahiye ke qanoon aur insaaf ke mutabiq baghair haq talfi durust haqdaar ko haq day"" pur aman hal """,POS
kijiyej subah ka aaghaz kuch ahem khabron kay sath sirf bol news par,POS
sir ap ke chanal ka nimaynda banana ha,NEU
kam Umar tareen arab patti model apni security par kitney dollar kharch karti hain ?,NEU
pabandi ke bawajood huawei' Apple se agay,NEU
whatsapp par aap ne sab se ziyada kis se baat ki? ap janiye bilkul asaani se,NEU
"Iran mein fazai aloodgi, taleemi idaray band. logo ko hifazat k liye hai",POS
iqrah Aziz aur yasir Hussain decemeber mein shadi kar rahen hain,POS
In ko kiya zarurat shadi ki,NEU
Yeh dono tu aesy hi lagy rehty hain,NEG
Es ko koi larka nahi mila tha shadi karny ky lien jo Es is dondo se shadi kar rahi ha,NEG
Pakistani drama apne urooj par hai,POS
Pakistan ki number one' tik tok' star kon ?,NEU
zainab abbas ka apni shadi ki taqreeb mein dance. video viral,NEU
"atif aslam ka Karachi concert,  dhoka hai",NEG
Kanjrion ka kaam hi jo yehi hy,NEG
hidayatkaar ne adakara Saba Qamar ki tareefon ke pal bandh diye .,POS
mahira Khan itni maintain kaisay ?,NEU
Ek Laghari Sab Pay Bhari,NEU
Samajh Tou Gaya Hoga,NEU
ab baat hogi hakeeki ,POS
Pakistan ke 7 khobsorat tareen sayahati maqamat,POS
mujhe koi apni jaan se bhi ziyada pyara hai,POS
Riaz jane wali Saudi airline ki parwaaz mein bachay ki paidaiesh hogai,NEU
idhar bachay ho rahay hain aur hamari PIA mein logo ko dil ke dorey parh rahy hain,NEG
court se bara faisla agaya hai,NEU
chand ghanton baad Imran Khan ne mafi ka zikar kyun kya,NEU
Syanee sindh ke hakumat sab ko andha aur baywaqoof samjhtee hay,NEG
PIA parwaaz mein khatoon dil ka dora parney se jaan bahaq hogayin,NEG
parwaaz mein mazeed 2 afraad ko bhi dil ka dora para bachat hogayi,NEU
tayyaray ki Karachi airport par hungami landing,NEU
aalmi satah par tamam hukoomaton ko is terhan ke hungami soorat e haal ka saamna karne ke liye har parwaaz mein mini discpisery ko yakeeni banana hoga,POS
such kehny ki bajaye besharmi....sharm ani chahiya,NEU
duniya ka koi bhi media itna ghatiya nahi ho sakta jitna Pakistan ka media hai,NEG
yeh khalis qazaye Ellahi se hua hai lekin khabar is andaaz mein paish ki gayi hai jaisay yeh sirf PIA ke tayyaray mein,NEU
safar karne ki wajah se hwa hai inteqal,NEG
is waqt qaumi air line apne aap ko sambhala dainay ki har mumkin koshish kar rahi hai,POS
kina ban na chahti hain Mahira Khan ki terhan,NEU
qatil ko maqtuleen ke virsa ne pehchanney se inkaar kar diya,NEG
talaash film larhi hai khaas pegham logon ke liye,POS
bajwa ki doctor ke baray mein paishgoey sach saabit hogayi,POS
khushkhabri pehlay hi aagai thi,POS
dikhiye tehelka khaiz paishgoey,NEU
shurooat bharat karega ya pakistan?,NEU
peshgoi ne hile ke rakhdiya,NEU
mulk haalat jung mein hai lehaza bajwa ko extension di jaye .,NEU
Pakistan mehfooz malik hai is saal psl ke saaray matches Pakistan mein hunge,POS
urdu to sahi likhi jaye sare jahil bethe hen,NEG
Allah ka shukr hy kuch nai hua asy logo ko na bulaya kren,POS
App ka sitaray kia kahtay hai kab hogay dafa es dunia se baghrat insan,NEG
setaaray hukm-e ellahi ke baghair Zara barabar bhi apni jagah se hil nahi satke,POS
sitaron se agay jahan aur bhi hain,NEU
abhi ishhq ke imteha aur bhi hain,POS
Allah paak maghfirat farmaen. Ameen,POS
kuch usoolon ke sath par aman ittehaad ki ijazat hi di ja sakti hai,POS
Ajeeb log ho yarr,NEG
Es khaber main kia khabhriat hy?,NEU
Allah khatoon KO janat may aala muqam atta karray ameen.,POS
Han PIA mai par skta hai dil ka dorah. ,NEU
aam admi ko.es say kia ghraz hy,NEU
Allah reham kare. Kaheen oxygen ka masla tu nahi ho geya,NEU
is institute ka naam hi itna Baa Barkat hai,POS
100 jigar ki pewand kaari ke free ilaaj aur sab kamyaab,POS
Allah pak khair o abad rakhay is idarey ko chalnay walon ko. Ameen,POS
"pakistan mein naswaar elaichi ban sakti hai sharaab shehad ban sakti hai, te ptwaryon tusi bande day pattar kyun nahi ban sakde ",NEU
Shahi qilah ke dewan aam ke neechay teh khanah daryaft ho gaya,NEU
defence ke ilaqay se larki aghwa hogyi,NEG
aghwah khori ka dusri bar waqiya hua hai is saal,NEG
dilchasp baate parhnay ke liye aap mujhe add karen,POS
beron mulk rawaangi par apnon ki khushi dekhiye,POS
Karachi mein darindgi ki aik aur koshish nakaam! !,NEU
Sindh mein satwen jamaat ki bachi ko jirgah ke kehnay par zameen mein zindah dafan kar diya gaya hai,NEG
jie Sindh jie Sindh vara jian. sindhi topi ajrak vara jain,POS
Pakistan mein sindhi Saqafat ka din,NEU
buzurag khatoon ki makhsoos andaaz mein tareef kar ke sab ke dil jeet liye,POS
bhabhi ne bohot acha kaam kiya hai,POS
army cheif ho ya kisi aur idaray ka rehbar ho kisi ki bhi muddat mulazmat mein tosee nahi honi chahiye,NEU
"hasan Ali ki Bharti ahliya ki Pakistan aamad, ghar ko phoolon se sjadya",POS
mujhe koi joker laga sookha sarha hwa,NEG
bakwaas sahaafat do din se une ki khabar ko baar baar Nashar kar rahay hai,NEG
pehli baar sasural se haliye mein aana bohat mayoob laga .,POS
kisi tareeqay ke libaas mein to aati,NEU
Is ki kamr sahi ho gi,POS
mujhe yaqeen hai jaisay yeh hum ko zeher lagti hai bilkul isi terhan uski saas ko bhi yeh zeher lagti ho gi .,NEG
Paslian toot gai Lakin kese,NEU
khanay ki jung molvion ke sang,NEU
abay be ghairat yeh noon league walay hain jalsa noon league ka tha,NEG
shohar ne begum ko mehengai ka matlab samjha diya,NEU
inqilab aur taraqqi ka naya formula aa gaya,NEU
aur Pakistan mein 6mah ke bachon se leker daar-al-aman ki yateem bachiyon tak ke sath rap kya jata hai,NEG
sindhi Saqafat ka din bharpoor josh o jazba se manaaya ja raha hai,POS
Sindh mein sindhi Saqafat ke rang numaya,POS
Jab sary gher sy nikly hain Road Block krky jashn e karachi barbad. Manany tu 2 4 Kuthy bhi Marty jain Sawab ka kam hai,NEG
Jaga jaga traffic jam kr k manaya ja raha h,NEU
LOC par bharti fouj ki balaisteat firing,NEG
Kb tk ye dramy krty raho gy?,NEG
Kashmir k leye kuch kro marasyo!!!,NEG
munafiq dost se mukhlis dushman karorron darjay behtar hai,NEG
Jis din tiktok band ho gai na us din tiktok tok kabrustan bany ga,NEU
aur Pakistan mein naye mandir bananay ke liye qanoon saazi,NEU
Ab army per bhonky waly ja kar jawab dain ya mian sanp ko kahain k khaya tha to laga b de.,NEG
khudaaraa aap ki party ke log Bharat se matches khail rahay hain,NEU
Bharat ke sath tamam tijarat band kar di jaye,NEG
firing ki zad mein aa kar do bhai maaray gaye,NEG
manshiat faroshon ki saza kya Pakistan mein mout hai ya phir maarny walon ke liye rastay aasaan banaye jarahay hain,NEU
karachi mein ghar se nikalna ab mushkil kaam hogaya,NEG
bilawal bachay zara apne Sindh ki haalat par tawajah do. . jalson mein kam bakwaas kya karo,NEG
"Wazir e aala Murad shah kahan soiya huwa hae, jhootay bayanat deatay hain kaam yakkay ka Nahin kartay.",NEG
kya Pakistan mein sab na ahal hain jo tabdeelian ho rahi hain? ?,NEU
Pakistan mein na ahal koi nahi sirf diyarhi band honay ke khatraat hain,NEG
jo zehni mareez aur nshyi 15 mah mein aُmor hukmarani nah samjha ho uss pagal se tabdeeli aur inqilab ki umeed lagaakar baithy hain .,NEG
pagalon ke iss tolay ko naye naye hukmaran nah samjhiye ga .,NEG
is wakiye ki hukoomat Sindh zameedar hai CM sahib ko sab pata hai ke kon log hai is ke peechay,NEU
Sindh assembly mein bethnay walon hi aulaad hongin,NEU
jo achhai aur buraiee hoti hai woe hukoomat waqt par hoti hai,POS
"Karachi ki taraqqi mein ahem pishrft mutawaqqa ,",POS
kaddu hogi taraqqi,NEU
Karachi ke tahaffuzaat hon ge daur ?,NEU
aik saal mein 50 killo wazan kam karne wali herat angaiz khatoon,POS
aids se bachao aur aagahi ka aalmi din manaya jaraha hai aaj,POS
"Punjab mein naye afsaraan tainaat , ahem ohda hoga khaali ,",NEU
"oppostion ki hukoomat par tanqeed ,",NEG
Pakistan aik aur Ibrat naak shikast ke qareeb,NEG
"zaroori nahi ke biwi ki khushi keliye taaj mehal banwaen ,",NEU
Mubarak ho sab ko,POS
NIAZI BAGARTH na jab hakomath ma aya ha mulk aur cricket ka bora hal Kar deya.,NEG
pakistan ki aalmi satah par aik aur bartari,POS
Jaab coach tuk tuk ho ga to nateeja aisa hi ho ga,NEU
Or do zime dari misba ko. yehi haal hoga,NEU
Koi baat nahi. hota hai chalta hai ,POS
wazeer e azam ki talba ke masail hal karne ki Hadayat,POS
Europe le ke jane walay agent sabz baagh dikha kar dhoka dainay mein dosray number par hain,NEG
jab mehengai barhti hai to samajh lo ke wazeer e azam chor he mein nahi kehta nayazi kehta he,NEG
Supreme Court ke judges qabil qubool hain kon se judges qabil qubool nahi hain,POS
Islamabad main ak nojawan ko be rehmi sy behria town ma katl kar dia gya h us k loa insaaf chaiyee,NEG
Sarfraz dhoka nahi dega lekn banjabi dhoka de ge,NEG
dekhye din bhar ki tamam ahem surkhiyan sirf bol news par,POS
uski yeh haalat dekh kar koi bhi Zee shaoor insaan kya sochega,NEU
sab se pehlay aap jaisay nangi aurat ko sir kaatna chahye,NEG
bolne ki tameez hi nahi hai ese,NEG
Pahly log khoty py jayaa krty thy nach ganaa dekhny or chand mehsosrangeeniyan hoti then nach gany wali,NEG
Allah rahm kary shadi sy pahly ye haal hy tou baad mein kya hoga,NEU
kitni khushi ki baat hai ,POS
nadra ki maazoor logo k liye khaas intezam mutaarif,POS
waqeye se lag raha hai kisi vadere ke bigre hue larke ne pakra hai,NEG
ho sakta hai larki kisi university mein jati ho aur is darendey ki nazar ho is pay,NEU
Sindh ke daur daraaz ilaqon mein aisa roz ka mamool hai,NEU
"meri ibtidai tafteesh yahan tak thi, ab police is larki ko kaisay Bazyab karati hai yeh pata lagana hai inhen",NEU
agar raat ko kُutta ajeeb ajeeb si aawazian nikaal raha ho to samajh jao ke usay woh kuch dikhayi day raha hai jo insanon ko nazar nahi aasakta,NEG
aala adliya khawateen ke haqooq ke tahaffuz ko yakeeni bana rahi hai,POS
Pakistan ke aeen mein to saneha Model Town ke bhi haqooq thay,NEU
aslehay ki nouk par daku lakhoon le uray,NEG
dawa khana mein dakeeti ki wardaat,NEG
agar pehlay pata chal jata coach Fawad ki terhan team se nikal dete,NEU
yateem bachon ko insaaf dou,POS
Khosa Sb Apne Bhi Mashahoor Honey K Liye Army Se Jung Cher Li Hai Allah Pak Apki Madad Karey Lekin Kam Bohat Mushkil Kar Rahe Ho,NEG
Ap ko meri taraf say Laaaant qabool hu,NEG
agar hakoomati khidmat se fursat hai to daar-al-aman ki masoom bachiyon ki aah o pukaar bhi sun len,NEU
Is waqt Pakistan ki sab sey zyada gaaliyan sunney Wali shakal hai ye,NEG
qanoon farosh ameeron k sathi hain,NEU
kya apko qoumi zaban nahi aati?,NEU
bilawal ke hukoomat par tanz ke teer ,NEU
"selectors ka tajurbah mehsoos hochuka ,",POS
taqreer wo karo jis se awam khush hojaye,POS
karo wo jo sabko pasand aye. ye baat tumhrn samjh mein ajaegy,POS
panjab mein bilkul nayi tabdeli ayegi,POS
pajee Karachi bhi Pakistan ka hissa hai lagta hai idhar koi dheyaan nahi dega kya ,NEG
PTI ka sportr he to uskay zimmay timatar aur aatta laga do das din mein tabdeeli wala keera wafaat pa jaayegaa. .,NEU
Ya Allah.. Hamy in k azaaab se mehfoooz ferma,POS
yeh aunti pehlay se nangi hochuki hai ab dobarah kharish horahi hai inhein nangi hony ki,NEG
air hostess ki jismani talashi,NEU
ye tou haal hai,NEU
samandar teh mein rehne wali machhliyan ya shetan,NEU
duniya ke qadeem tareen quran pak ki ziyarat haasil karen,POS
ab office mein kisi or ki hazoori lagana haram,NEG
hukoomat ne petroleum masnoaat ki qeematon mein kami kar di. aajki khushkhabri,POS
bohat bara faida hai aik mahinay mein 4 rupay ki bachat hogi,POS
jis ko jama karkay 5 mahinay baad aik timatar khareed sakay gaye,NEU
awam ab gari laney ka soch sakte hain,POS
awam khushi se nihaal aur apne gharon ke tinkon mein se pani nikaal kar petrol ka zakheera karna shuru kardiya .,NEU
nahi nahi yeh jhoot hai itnay ziyada kami awam pani ki jaga istemaal shuru na kar den,NEU
tabdile a nahi rahe tabdele a gai hy,POS
kitne mazey mazey ke chutkuley suna rahein hain aap,NEU
Ye kia mazaq hai is bighrato ku pansi karo is bat par,NEG
Bhut faida hai awam ko sharam bhe nh ati,NEG
faisla karna mushkil hai ke cricket team ziyada nikammi hai ya hakoomati team . aap ki kya raye hai ?,NEU
Allah gharak kre in sab hakumat krne walo ko or jo kr chuky Un ko b.,NEG
shukriya ada krta hu niazi yahoodi ka awam ka itna khayal krny ka,NEU
hatim tayee ki qabar pi laat maari hai hukoomat ne itni ziyada ghareebon pay reham kar ke,NEG
bohat barri tabdeeli sarkar ne awam ke ooper ahsaan kya ek saal baad,NEU
Patrol ki qemat Main kami mujhe buht ziada lgri hai yar,NEU
Matlab jitni syasat dano m gerat hai otni he kami ki hai chezon mein bhi,NEG
Atif Aslam to aik intaha ka ghutiya admi hai,NEG
aap bhi kisi ke hissay ke bewaqoof hain,NEG
corrupt toula har jagah mujood hai,NEG
balochistan k sath nainsaafi kon kar raha hai?,NEU
Sharum karo kis cheez ke tashheer kar ray ho,NEG
hamko pata hai apko kya takleef hai ,NEG
lagta hai beta baap ki shandaar tareekh dohrayega,POS
Iqtidaar ke hawas mein yeh mafaad parast anasir kisi had tak bhi ja satke hain,NEG
un ka aik hi nazriya hai Pakistan ko luto maal banaao bahar bhijwao aur nasal dar nasal Pakistani awam par hukmarani karo,NEG
is ke musalman honay par bhi shak hai yeh munafiq hai molana ka kya kaam siyasat mein,NEG
tableegh karo deen ki khidmat karo,POS
yeh kon sa Pakistan ka Muhib watan hai is ke baap ke alfaaz thay shukar hai hum Pakistan bananay ke jurm mein shaamil nahi thay,NEG
barray miyan to barray miyan chhootey miyan subhan Allah,NEU
Bharat ka ''agni three'' missile tajurbah phir nakaam,NEU
ya Allah is qoum par reham kar yeh khusra bhi wazeer e azam banana chahta hai,NEG
kya is malik mein chand khandano ke ilawa koi or hukoomat nahi kar sakta?,NEU
or phir jab zayadah barish hota hai tou kya hota hai?,NEU
sar par dupatta liya karo,NEU
Aap ki karkirdagi ye hai k karachi ki awam pani khareed kr peti hai,NEU
Allah pak janat main ala tala mukam Ata frmaye,POS
aik baap duniya mein insaaf mangta chala gaya duniya se,NEU
zila dadu mein dil dhula dainay wala waqea paish,NEG
aaj ke din decemeber 1988 ko aisa konsa waqay huwa jis ne tareekh raqam kar di,NEU
"nah khatam honay wali larai aur siyasi dhatai , abhi bhi jaari",NEG
wah zabardast. pakistan zindabad pak fouj zindabad,POS
Kis baat ka kharaam Awaam ko bewaqof na banao,NEG
kya yahi hai naya Pakistan ?,NEU
"chor daku ghaddar khaak qanoon saazi kere gi ,",NEG
"Muhib watan Pakistani awam zindah bad, Pakistan Kashmir samait ta-qayamat",POS
tum logon ko injaam tak pohunchaonga dua mangi ke mujrimon ke liye warning,NEG
ap kya kuttay ki terhan bhonktay hai larki ko konsa deen islam ne ijazat diya hai ke aap apni marzi se din raat be fardi baazaaron mein ghumte raho,NEG
Allah dua mangi ki hifazat kere dua hai jald apne ghar wapas ajayeen,POS
yeh larki fuzool mein bakwaas kar rahi hai,NEG
Pakistani awam ko mujrim saabit kar rahi hai,NEG
so feesad hukoomat ki ghalti hai,NEG
hukoomat is muamlay mein sakht iqdamaat kyun nahi karti,NEU
agar usay mujrimon ko sar e aam phansi di hoti to kisi ki himmat nah hoti aisi jur'at karne ki,NEG
awam ko control karna riyasat ka kaam hai,NEU
awam ko gaaliyan dainay se pehlay hukoomat ki jaan ko rou,NEG
yeh koi tareeqa nahi hai usool o zawabit aadaab muashrat bhi hotay hain,NEU
Allah ki kitaab chorh rakhi hai agar is ke mutabiq zindagi busr karne ki koshish karte to hum aaj har terhan ke khauf se mehfooz hotay,POS
aghwa karne walay laazmi koi dushmani rakhtay hunge,NEG
qoum ke shareef log to sawal karen ge bhai raat ke waqt kyun tehel rahen theen,NEU
qanoon nafiz karne walay idaron ke paas to protect nahi hai kam az kam apni protect khud karlo,POS
Koi saza jaza ka nizam ni Hai humry mulk Mai.,NEG
Khuda to in logun ko yaad e ni. Yaad e ni Hai k Hissab dyna Hai. ALLAH k agy pesh hona Hai.,NEU
pakistan k muasshi halaat kharab hain,NEG
dost aik aisa rishta hai jisay hum khud chunte hain,POS
insaniyat abhi tak zinda hai,POS
paanchon ungelian barabar nahi hoten,NEU
sindh police mein achy loug bhi hain,POS
bharat ke munh par ek or tamancha,NEU
Sahi hay. Inki shadi k bad Allah pakistan ko aik aur amir liaquat day ga,NEU
Ab barat jaye gi zaka k ghar es mardana aurat ki,NEU
fi tola sonay ki qeemat mein kami,POS
murghi mein anda hai kisi ki jholi mein to daali gi,NEU
ALLAH Karim hum sub pe Rehm o Karam farmae. Aameen.,POS
Imran Khan neh maeeshat ke girne se awam ko bacha liya,POS
jinhon ne 40 saal mulk ko duboya aaj woh baatein karte hain,NEU
lagta hai hukoomat ke anmol ratan koi aur tohfa bhi deingay,POS
nojawanon ke liye rozgaar ke mawaqay peda karna hukoomat ki awleen tarjeeh hai,POS
pehlay se hi aik crore nokriyan logon ke darwazay toar rhi hain,NEG
